DateTime;Temperatura
2026-03-12 01:00:00;14,873
2026-03-12 01:30:00;14,713
2026-03-12 02:00:00;15,013
2026-03-12 02:30:00;15,539
2026-03-12 03:00:00;15,122
2026-03-12 03:30:00;16,256
2026-03-12 04:00:00;16,276
2026-03-12 04:30:00;17,358
2026-03-12 05:00:00;16,662
2026-03-12 05:30:00;17,811
2026-03-12 06:00:00;18,116
2026-03-12 06:30:00;19,058
2026-03-12 07:00:00;20,087
2026-03-12 07:30:00;20,590
2026-03-12 08:00:00;21,205
2026-03-12 08:30:00;21,858
2026-03-12 09:00:00;22,571
2026-03-12 09:30:00;22,691
2026-03-12 10:00:00;23,783
2026-03-12 10:30:00;24,199
2026-03-12 11:00:00;24,465
2026-03-12 11:30:00;24,814
2026-03-12 12:00:00;24,933
2026-03-12 12:30:00;25,669
2026-03-12 13:00:00;24,970
2026-03-12 13:30:00;24,850
2026-03-12 14:00:00;24,566
2026-03-12 14:30:00;24,258
2026-03-12 15:00:00;23,895
2026-03-12 15:30:00;23,656
2026-03-12 16:00:00;23,511
2026-03-12 16:30:00;23,161
2026-03-12 17:00:00;22,518
2026-03-12 17:30:00;21,645
2026-03-12 18:00:00;21,609
2026-03-12 18:30:00;20,911
2026-03-12 19:00:00;19,944
2026-03-12 19:30:00;19,119
2026-03-12 20:00:00;18,898
2026-03-12 20:30:00;18,152
2026-03-12 21:00:00;16,993
2026-03-12 21:30:00;16,932
2026-03-12 22:00:00;16,556
2026-03-12 22:30:00;15,718
2026-03-12 23:00:00;15,736
2026-03-12 23:30:00;14,871
2026-03-13 00:00:00;15,638
2026-03-13 00:30:00;15,480
2026-03-13 01:00:00;14,912
2026-03-13 01:30:00;15,170
2026-03-13 02:00:00;14,327
2026-03-13 02:30:00;14,976
2026-03-13 03:00:00;15,567
2026-03-13 03:30:00;15,658
2026-03-13 04:00:00;16,715
2026-03-13 04:30:00;17,655
2026-03-13 05:00:00;17,088
2026-03-13 05:30:00;17,793
2026-03-13 06:00:00;18,788
2026-03-13 06:30:00;19,911
2026-03-13 07:00:00;19,572
2026-03-13 07:30:00;20,740
2026-03-13 08:00:00;21,932
2026-03-13 08:30:00;21,335
2026-03-13 09:00:00;22,052
2026-03-13 09:30:00;22,896
2026-03-13 10:00:00;23,353
2026-03-13 10:30:00;24,251
2026-03-13 11:00:00;24,415
2026-03-13 11:30:00;23,998
2026-03-13 12:00:00;25,010
2026-03-13 12:30:00;24,755
2026-03-13 13:00:00;25,446
2026-03-13 13:30:00;24,738
2026-03-13 14:00:00;24,607
2026-03-13 14:30:00;24,809
2026-03-13 15:00:00;24,597
2026-03-13 15:30:00;24,124
2026-03-13 16:00:00;22,946
2026-03-13 16:30:00;23,232
2026-03-13 17:00:00;22,138
2026-03-13 17:30:00;21,996
2026-03-13 18:00:00;20,796
2026-03-13 18:30:00;20,809
2026-03-13 19:00:00;19,718
2026-03-13 19:30:00;18,898
2026-03-13 20:00:00;18,956
2026-03-13 20:30:00;18,171
2026-03-13 21:00:00;17,285
2026-03-13 21:30:00;17,464
2026-03-13 22:00:00;16,310
2026-03-13 22:30:00;16,044
2026-03-13 23:00:00;15,764
2026-03-13 23:30:00;15,164
2026-03-14 00:00:00;15,335
2026-03-14 00:30:00;14,856
2026-03-14 01:00:00;14,856
2026-03-14 01:30:00;15,520
2026-03-14 02:00:00;14,806
2026-03-14 02:30:00;14,536
2026-03-14 03:00:00;16,234
2026-03-14 03:30:00;16,925
2026-03-14 04:00:00;16,323
2026-03-14 04:30:00;16,278
2026-03-14 05:00:00;17,391
2026-03-14 05:30:00;17,986
2026-03-14 06:00:00;18,639
2026-03-14 06:30:00;18,958
2026-03-14 07:00:00;20,203
2026-03-14 07:30:00;20,836
2026-03-14 08:00:00;20,771
2026-03-14 08:30:00;22,158
2026-03-14 09:00:00;23,218
2026-03-14 09:30:00;23,104
2026-03-14 10:00:00;23,417
2026-03-14 10:30:00;23,917
2026-03-14 11:00:00;24,545
2026-03-14 11:30:00;24,014
2026-03-14 12:00:00;24,887
2026-03-14 12:30:00;24,821
2026-03-14 13:00:00;25,647
2026-03-14 13:30:00;24,896
2026-03-14 14:00:00;25,413
2026-03-14 14:30:00;24,233
2026-03-14 15:00:00;24,536
2026-03-14 15:30:00;24,079
2026-03-14 16:00:00;23,231
2026-03-14 16:30:00;23,106
2026-03-14 17:00:00;22,924
2026-03-14 17:30:00;21,800
2026-03-14 18:00:00;20,702
2026-03-14 18:30:00;20,646
2026-03-14 19:00:00;19,684
2026-03-14 19:30:00;19,228
2026-03-14 20:00:00;18,677
2026-03-14 20:30:00;17,490
2026-03-14 21:00:00;16,935
2026-03-14 21:30:00;17,125
2026-03-14 22:00:00;16,282
2026-03-14 22:30:00;15,136
2026-03-14 23:00:00;15,945
2026-03-14 23:30:00;15,476
2026-03-15 00:00:00;14,921
2026-03-15 00:30:00;14,582
2026-03-15 01:00:00;15,293
2026-03-15 01:30:00;15,165
2026-03-15 02:00:00;16,004
2026-03-15 02:30:00;15,528
2026-03-15 03:00:00;15,806
2026-03-15 03:30:00;15,975
2026-03-15 04:00:00;16,750
2026-03-15 04:30:00;17,175
2026-03-15 05:00:00;17,938
2026-03-15 05:30:00;17,904
2026-03-15 06:00:00;18,554
2026-03-15 06:30:00;19,180
2026-03-15 07:00:00;20,277
2026-03-15 07:30:00;21,177
2026-03-15 08:00:00;21,134
2026-03-15 08:30:00;21,765
2026-03-15 09:00:00;22,610
2026-03-15 09:30:00;22,958
2026-03-15 10:00:00;23,869
2026-03-15 10:30:00;23,179
2026-03-15 11:00:00;24,041
2026-03-15 11:30:00;24,346
2026-03-15 12:00:00;24,018
2026-03-15 12:30:00;24,620
2026-03-15 13:00:00;24,680
2026-03-15 13:30:00;24,887
2026-03-15 14:00:00;25,219
2026-03-15 14:30:00;24,534
2026-03-15 15:00:00;23,969
2026-03-15 15:30:00;23,947
2026-03-15 16:00:00;23,903
2026-03-15 16:30:00;22,702
2026-03-15 17:00:00;22,181
2026-03-15 17:30:00;22,109
2026-03-15 18:00:00;21,217
2026-03-15 18:30:00;20,879
2026-03-15 19:00:00;19,995
2026-03-15 19:30:00;19,593
2026-03-15 20:00:00;18,344
2026-03-15 20:30:00;18,082
2026-03-15 21:00:00;17,426
2026-03-15 21:30:00;16,531
2026-03-15 22:00:00;15,917
2026-03-15 22:30:00;16,273
2026-03-15 23:00:00;15,547
2026-03-15 23:30:00;15,023
2026-03-16 00:00:00;15,137
2026-03-16 00:30:00;15,438
2026-03-16 01:00:00;14,202
2026-03-16 01:30:00;14,519
2026-03-16 02:00:00;14,847
2026-03-16 02:30:00;15,892
2026-03-16 03:00:00;15,769
2026-03-16 03:30:00;16,302
2026-03-16 04:00:00;16,065
2026-03-16 04:30:00;16,564
2026-03-16 05:00:00;17,657
2026-03-16 05:30:00;18,107
2026-03-16 06:00:00;18,898
2026-03-16 06:30:00;19,282
2026-03-16 07:00:00;20,097
2026-03-16 07:30:00;20,708
2026-03-16 08:00:00;21,566
2026-03-16 08:30:00;22,196
2026-03-16 09:00:00;21,933
2026-03-16 09:30:00;22,257
2026-03-16 10:00:00;23,886
2026-03-16 10:30:00;24,382
2026-03-16 11:00:00;23,973
2026-03-16 11:30:00;23,968
2026-03-16 12:00:00;24,864
2026-03-16 12:30:00;25,283
2026-03-16 13:00:00;25,629
2026-03-16 13:30:00;25,138
2026-03-16 14:00:00;24,700
2026-03-16 14:30:00;24,307
2026-03-16 15:00:00;24,334
2026-03-16 15:30:00;23,862
2026-03-16 16:00:00;23,180
2026-03-16 16:30:00;23,761
2026-03-16 17:00:00;23,125
2026-03-16 17:30:00;22,311
2026-03-16 18:00:00;20,972
2026-03-16 18:30:00;20,952
2026-03-16 19:00:00;20,224
2026-03-16 19:30:00;19,502
2026-03-16 20:00:00;19,143
2026-03-16 20:30:00;18,309
2026-03-16 21:00:00;17,759
2026-03-16 21:30:00;17,179
2026-03-16 22:00:00;16,584
2026-03-16 22:30:00;15,409
2026-03-16 23:00:00;15,699
2026-03-16 23:30:00;15,186
2026-03-17 00:00:00;14,722
2026-03-17 00:30:00;15,631
2026-03-17 01:00:00;15,605
2026-03-17 01:30:00;15,519
2026-03-17 02:00:00;15,260
2026-03-17 02:30:00;15,853
2026-03-17 03:00:00;15,674
2026-03-17 03:30:00;16,104
2026-03-17 04:00:00;16,082
2026-03-17 04:30:00;17,095
2026-03-17 05:00:00;17,521
2026-03-17 05:30:00;17,631
2026-03-17 06:00:00;18,688
2026-03-17 06:30:00;19,319
2026-03-17 07:00:00;20,629
2026-03-17 07:30:00;20,966
2026-03-17 08:00:00;21,298
2026-03-17 08:30:00;22,000
2026-03-17 09:00:00;22,515
2026-03-17 09:30:00;22,973
2026-03-17 10:00:00;23,157
2026-03-17 10:30:00;23,914
2026-03-17 11:00:00;24,069
2026-03-17 11:30:00;24,182
2026-03-17 12:00:00;25,009
2026-03-17 12:30:00;25,094
2026-03-17 13:00:00;24,375
2026-03-17 13:30:00;24,914
2026-03-17 14:00:00;25,178
2026-03-17 14:30:00;24,990
2026-03-17 15:00:00;24,689
2026-03-17 15:30:00;23,980
2026-03-17 16:00:00;23,240
2026-03-17 16:30:00;22,665
2026-03-17 17:00:00;22,621
2026-03-17 17:30:00;22,046
2026-03-17 18:00:00;21,745
2026-03-17 18:30:00;21,038
2026-03-17 19:00:00;19,954
2026-03-17 19:30:00;18,912
2026-03-17 20:00:00;18,594
2026-03-17 20:30:00;18,163
2026-03-17 21:00:00;17,429
2026-03-17 21:30:00;16,754
2026-03-17 22:00:00;16,553
2026-03-17 22:30:00;15,857
2026-03-17 23:00:00;15,450
2026-03-17 23:30:00;15,490
2026-03-18 00:00:00;15,030
2026-03-18 00:30:00;15,128
2026-03-18 01:00:00;15,096
2026-03-18 01:30:00;14,644
2026-03-18 02:00:00;15,002
2026-03-18 02:30:00;15,884
